825	0
826	0
827	0
828	1
829	0
830	0
831	0
832	0
833	1
834	0
835	1
836	0
837	1
838	1
839	0
840	1
841	0
842	1
844	0
845	0
846	1
847	0
848	1
849	0
850	1
851	0
852	0
853	1
854	0
855	0
856	1
857	1
858	1
859	0
860	0
861	0
862	0
863	1
864	0
865	1
866	1
867	0
868	0
869	1
870	1
871	0
872	1
873	1
874	0
875	1
876	0
877	0
878	1
879	1
880	1
881	0
882	1
883	0
884	1
885	1
886	1
887	0
888	0
889	0
890	0
891	0
892	0
893	0
894	1
895	1
896	0
897	1
898	1
899	1
900	0
901	1
902	1
903	0
904	1
905	1
906	1
907	1
908	0
909	0
910	1
911	1
912	0
913	1
914	1
915	0
916	1
917	0
918	0
919	0
920	0
921	1
922	0
923	0
924	1
925	0
926	1
927	0
928	1
929	0
930	1
931	1
932	1
933	0
934	0
935	1
936	1
937	0
938	0
939	0
940	1
941	0
942	0
943	0
944	1
945	1
946	1
947	0
948	0
949	0
950	0
951	0
952	0
953	1
954	0
955	0
957	0
958	1
959	1
960	0
961	0
962	1
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	1
972	0
973	0
974	1
975	1
976	0
977	0
978	0
979	0
980	1
981	1
982	0
983	0
984	0
985	0
986	0
987	1
988	1
989	0
990	1
991	0
992	0
993	0
994	0
995	0
996	1
997	0
998	1
999	1
1000	1
1001	1
1002	1
1003	1
1004	1
1005	1
1006	0
1007	0
1008	1
1009	0
1010	1
1011	1
1012	0
1013	0
1014	0
1015	1
1016	1
1017	1
1018	0
1019	0
1020	0
1021	1
1022	0
1023	1
1024	1
1025	1
1026	0
1027	1
1028	0
1029	1
1030	0
1031	1
1032	1
1033	0
1034	1
1035	1
1036	0
1037	1
1038	1
1039	1
1040	0
1041	1
1042	0
1043	1
1044	0
1045	0
1046	0
1047	1
1048	0
1049	1
1050	0
1051	1
1052	1
1053	0
1054	1
1055	0
1056	0
1057	1
1058	0
1059	0
1060	0
1061	1
1063	1
1064	0
1065	1
1066	0
1067	0
1068	0
1069	1
1070	1
1071	1
1072	0
1073	0
1074	1
1075	0
1076	0
1077	1
1078	0
1079	1
1080	0
1081	0
1082	0
1083	1
1084	0
1085	0
1086	1
1087	0
1088	0
1089	0
1090	1
1091	0
1092	1
1093	0
1094	1
1095	1
1096	1
1097	0
1098	1
1099	0
1100	1
1101	0
1102	1
1103	0
1104	0
1105	0
1106	0
1107	0
1108	0
1109	1
1110	0
1111	0
1112	1
1113	0
1114	1
1115	1
1116	1
1117	0
1118	0
1119	1
1120	1
1121	0
1122	1
1123	1
1124	0
1125	1
1126	0
1127	0
1128	0
1129	0
1130	1
1131	1
1132	1
1133	0
1134	1
1135	1
1136	1
1138	0
1139	1
1140	1
1141	0
1142	0
1143	0
1144	0
1145	1
1146	0
1147	1
1148	0
1149	0
1150	1
1151	1
1152	0
1153	0
1154	0
1155	0
1156	1
1157	1
1158	1
1159	1
1160	1
1161	1
1162	0
1163	1
1164	0
1165	1
1166	1
1167	1
1168	1
1169	0
1171	0
1172	1
1173	1
1174	1
1176	0
1177	1
1178	0
1179	0
1180	0
1181	0
1182	0
1183	1
1184	1
1185	1
1186	0
1187	1
1188	1
1189	0
1190	1
1191	0
1192	1
1193	1
1194	1
1195	0
1196	0
1197	0
1198	0
1199	1
1200	1
1201	1
1202	0
1203	0
1204	0
1205	1
1206	1
1207	1
1208	1
1209	1
1210	0
1211	0
1212	0
1213	1
1214	0
1215	0
1216	1
1217	0
1218	1
1219	1
1220	1
1221	1
1222	1
1223	1
1224	0
1225	0
1226	0
1227	0
1228	1
1229	1
1230	0
1231	0
1232	0
1233	1
1234	0
1235	0
1236	0
1237	0
1238	0
1239	0
1240	1
1241	0
1242	1
1243	1
1244	1
1245	1
1246	1
1247	1
1248	0
1249	0
1250	1
1251	0
1252	1
1253	1
1254	1
1255	0
1256	1
1258	0
1259	0
1260	0
1262	1
1263	1
1264	1
1265	1
1266	0
1267	1
1268	0
1269	1
1270	1
1271	1
1272	1
1273	0
1274	0
1275	0
1276	0
1277	1
1278	0
1279	0
1280	1
1281	0
1282	0
1283	1
1284	0
1285	1
1286	1
1287	0
1288	1
1289	0
1290	0
1291	1
1292	1
1293	1
1294	0
1295	1
1296	0
1297	0
1298	1
1299	1
1300	0
1301	0
1302	1
1303	0
1304	0
1305	1
1306	1
1307	0
1308	1
1309	1
1310	0
1311	0
1312	0
1313	0
1314	1
1315	1
1316	1
1317	0
1318	1
1319	0
1320	0
1322	0
1323	1
1324	0
1325	0
1326	1
1327	1
1328	0
1329	0
1330	0
1331	0
1332	1
1333	0
1334	1
1335	1
1336	0
1337	1
1338	1
1339	1
1340	1
1342	0
1343	0
1344	0
1345	1
1346	1
1347	0
1348	0
1349	1
1350	0
1351	0
1352	0
1353	0
1354	0
1355	1
1356	0
1357	1
1358	1
1359	1
1360	1
1361	0
1362	0
1363	1
1364	0
1365	1
1366	0
1367	1
1368	1
1369	0
1370	0
1371	1
1372	1
1373	1
1374	0
1375	1
1376	0
1377	0
1378	0
1379	1
1380	1
1381	0
1382	0
1383	1
1384	0
1385	0
1386	1
1387	0
1388	1
1389	0
1390	1
1391	0
1392	1
1393	1
1394	0
1395	0
1396	0
1397	1
1398	1
1399	0
1400	0
1401	0
1402	1
1403	1
1404	1
1405	0
1406	1
1407	0
1408	1
1409	1
1410	1
1411	0
1412	0
1413	1
1414	0
1415	1
1416	1
1417	1
1418	0
1419	1
1420	0
1421	1
1422	1
1423	1
1424	1
1425	0
1426	1
1427	1
1428	1
1429	1
1430	1
1431	0
1432	1
1433	0
1434	1
1435	0
1436	1
1437	1
1438	0
1439	0
1440	1
1441	1
1442	0
1443	1
1444	0
1445	1
1446	0
1447	0
1448	0
1449	1
1450	0
1451	1
1452	0
1453	1
1454	1
1455	1
1456	0
1457	1
1458	0
1459	0
1460	1
1461	0
1462	1
1463	1
1464	1
1465	0
1466	0
1467	0
1468	1
1469	0
1470	1
1471	0
1472	1
1473	1
1474	0
1475	0
1476	0
1477	0
1478	0
1479	0
1480	1
1481	1
1482	0
1483	0
1484	1
1485	0
1486	0
1487	0
1488	1
1489	1
1490	1
1491	1
1492	1
1493	0
1494	1
1495	1
1496	1
1497	0
1498	0
1499	0
1500	0
1501	0
1502	0
1503	0
1504	0
1505	1
1506	1
1507	0
1508	0
1509	0
1510	0
1511	0
1512	0
1513	0
1514	0
1515	1
1516	0
1517	1
1518	1
1519	0
1520	1
1521	0
1522	0
1523	1
1524	0
1525	0
1526	0
1527	1
1528	0
1529	0
1530	1
1531	0
1532	0
1533	1
1534	1
1535	0
1536	1
1537	1
1538	1
1539	0
1540	1
1541	1
1542	0
1543	0
1544	1
1545	0
1546	1
1547	1
1548	1
1549	0
1550	1
1551	1
1552	0
1553	1
1554	1
1555	1
1556	0
1557	1
1558	1
1559	1
1560	0
1561	0
1562	0
1563	1
1564	0
1565	0
1566	0
1567	1
1568	1
1569	0
1571	1
1572	0
1573	0
1574	1
1575	1
1576	1
1577	1
1578	1
1579	0
1580	0
1581	0
1582	1
1583	1
1584	0
1585	1
1586	1
1587	0
1588	0
1589	1
1590	0
1591	0
1592	0
1593	0
1594	0
1595	0
1596	1
1597	1
1598	1
1599	1
